1o. Agrupamento,REF PRINCIPAL,Código,Recurso,Descrição,qnt,Produto
17/11/2021,CBH6-2E FO SS RS/RD P700(R) M21,,031197,"CAÇAMBA SIMPLES CBH6,0 - 02 EIXOS RS/RD M21 ABERTURA LATERAL  Flag Romaneio",1,Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - C/ PNEUS 700(R) - Molas e Freios não Incluídos
17/11/2021,CBH6-2E FO SS RS/RD P700(R) M21,,031228,"TAMPA TRASEIRA ""ABERTURA LATERAL"" [CBH M18 ] Flag Romaneio",1,Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - C/ PNEUS 700(R) - Molas e Freios não Incluídos
17/11/2021,CBH6-2E FO SS RS/RD P700(R) M21,,031230,FECHAMENTO DIANTEIRO SUPERIOR [CBH M19 ] Flag Romaneio,1,Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - C/ PNEUS 700(R) - Molas e Freios não Incluídos
17/11/2021,CBH6-2E FO SS RS/RD P700(R) M21,,031289,"FUEIRO LD ""ABERTURA LATERAL"" [CBH M18 ] Flag Romaneio",1,Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - C/ PNEUS 700(R) - Molas e Freios não Incluídos
17/11/2021,CBH6-2E FO SS RS/RD P700(R) M21,,031290,"FUEIRO LE ""ABERTURA LATERAL"" [CBH M18 ] Flag Romaneio",1,Carreta Hidráulica 6t (9m3) RS/RD de 2 Eixos - FORRAGEIRA - C/ PNEUS 700(R) - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,023589 ,"ICAMENTO COMPLETO S/F CBH/CBHM/FTC 6,0T Flag Romaneio",1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,025840 ,5 RODA - CBH/CBHM 02 EIXOS Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,025860 ,EIXO DIANT COMPL SS (6000) M14 CBHM 02 EIXOS Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,030809,PLATAFORMA [CBHM 6000 (02 EIXOS) M17 ] Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,030854,TAMPA TRASEIRA SIMPL M17 (10.000) CBHM  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,031236,FUEIRO CENTRAL LE TUBULAR CBHM 10.000 -  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,031249,FUEIRO CENTRAL LD TUBULAR CBHM 10.000 -  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,031252,FUEIRO DIANTEIRO ESQUERDO - CBHM 8000/10000 -  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,031253,FUEIRO DIANTEIRO DIREITO - CBHM 8000/10000 -  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,031266,FUEIRO TRAS DIREITO - CBHM 8000/10000 -  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,031267,FUEIRO TRAS ESQUERDO - CBHM 8000/10000 -  Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,031396 ,KIT EMBALAGEM - CBHM,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,032324 ,CHASSI COMPLETO [CBHM 02E M17] Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,460382,GRADE DIANTEIRA SUP 45CM (5000) CBHM -  Flag Romaneio,5,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM -  Flag Romaneio,5,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,460576 ,EIXO COMPLETO SS RD (5000) CBHM Flag Romaneio,1,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,466621,GRADE DIANTEIRA (3500) CBHM  Flag Romaneio,5,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM10000-2E SS RS/RD P750(I) M17,,466621,GRADE DIANTEIRA (3500) CBHM  Flag Romaneio,5,Carreta Hidráulica 6t (10m3) RS/RD de 2 Eixo – FORRAGEIRO - C/ PNEUS - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,025048,"TAMPA TRASEIRA 1,10m (5000) CBHM (31 AGO 2012.../T7113-08/12...)  Flag Romaneio",1,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,030383CO ,MACACO COMPLETO CINZA [CBHM M17] Flag Romaneio,1,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,030389CO ,BASE MÓVEL DO MACACO [CBHM M17],2,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,030423CO ,CHASSI SIMPLES SS [CBHM 6000 M17],1,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,031250,FUEIRO CENTRAL LD TUBULAR CBHM 6000 -  Flag Romaneio,1,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,031251,FUEIRO CENTRAL LE TUBULAR CBHM 6000 -  Flag Romaneio,1,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90m CBHM 4500  Flag Romaneio",1,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,031255,"FUEIRO DIANTEIRO DIREITO 0,90m CBHM 4500  Flag Romaneio",1,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,031264,"FUEIRO TRASEIRO DIREITO 1,10m [CBHM 5000 M17 ] Flag Romaneio",1,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,031265,"FUEIRO TRASEIRO ESQUERDO 1,10m [CBHM 5000 M17 ] Flag Romaneio",1,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,031396 ,KIT EMBALAGEM - CBHM,1,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,031757 ,SISTEMA TANDEM CBHM 6000/CBH 6T M20 Flag Romaneio,1,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,450789,PLATAFORMA [CBHM 6000 ] Flag Romaneio,1,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,460382,GRADE DIANTEIRA SUP 45CM (5000) CBHM -  Flag Romaneio,5,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,CBHM6000 UG SS T P750(I) M20,,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM -  Flag Romaneio,5,Carreta Hidráulica 7t (6m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,F6 CS RS/RS P CB P750(I) M22,,031395 ,KIT EMBALAGEM [F/FA],1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS + COMBOIO + PNEUS 750(I) - Freios não Incluídos
17/11/2021,F6 CS RS/RS P CB P750(I) M22,,480095 ,COMBOIO COMPLETO (M98) F6 Flag Romaneio,1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS + COMBOIO + PNEUS 750(I) - Freios não Incluídos
17/11/2021,F6 CS RS/RS P CB P750(I) M22,,619365M17 ,F6CSF M17 (CHASSI COM RODAS PARA CARRETA AGRICOLA 6 TON) Flag Romaneio,1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS + COMBOIO + PNEUS 750(I) - Freios não Incluídos
17/11/2021,F6 CS RS/RS P CB P750(I) M22,,025898 ,EIXO DIANT/TRAS COMPLETO C/M - F6 M14 Flag Romaneio,2,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS + COMBOIO + PNEUS 750(I) - Freios não Incluídos
17/11/2021,F6 CS RS/RS P CB P750(I) M22,,462184 ,IÇAMENTO COMPLETO SS [F4/6 M98] Flag Romaneio,1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS + COMBOIO + PNEUS 750(I) - Freios não Incluídos
17/11/2021,F6 CS RS/RS P CB P750(I) M22,,029668 ,CHASSI SIMPLES C/MOLA - CARRETA F6 M17 Flag Romaneio,1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS + COMBOIO + PNEUS 750(I) - Freios não Incluídos
17/11/2021,F6 CS RS/RS P CB P750(I) M22,,029656 ,FEIXE DE MOLAS 12 LAMINAS - CARRETA ER6 Flag Romaneio,4,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS + COMBOIO + PNEUS 750(I) - Freios não Incluídos
17/11/2021,F6 CS RS/RS P CB P750(I) M22,,029989CO ,5ª RODA CINZA [F4/6] Flag Romaneio,1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS + COMBOIO + PNEUS 750(I) - Freios não Incluídos
17/11/2021,F6 CS RS/RS P CB P750(I) M22,,032996 ,"PLATAFORMA PISO MAD 4,00M M22 [F6 M22]",1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS + COMBOIO + PNEUS 750(I) - Freios não Incluídos
17/11/2021,F6 CS RS/RS P CB P750(I) M22,,032997 ,"GRADE TRASEIRA 0,45m S3,20/4,0MD [F4/6 M22] Flag Romaneio",1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS + COMBOIO + PNEUS 750(I) - Freios não Incluídos
17/11/2021,F6 CS RS/RS P CB P750(I) M22,,032998 ,"GRADE LATERAL ALT45 - S4,0MD [F6 M22] Flag Romaneio",2,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS + COMBOIO + PNEUS 750(I) - Freios não Incluídos
17/11/2021,F6 CS RS/RS P CB P750(I) M22,,032999 ,"GRADE DIANTEIRA 0,45m S3,2/S4,0MD [F4/6 M22] Flag Romaneio",1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS + COMBOIO + PNEUS 750(I) - Freios não Incluídos
17/11/2021,F6B SS RS/RD P750(I) M22,,031395 ,KIT EMBALAGEM [F/FA],1,Carreta Madeira Fixa 6t RS/RD de 2 Eixos - PLATAFORMA - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,F6B SS RS/RD P750(I) M22,,032546 ,"PLATAFORMA 4,00 x 2,10m [F6C M22] Flag Romaneio",1,Carreta Madeira Fixa 6t RS/RD de 2 Eixos - PLATAFORMA - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,F6B SS RS/RD P750(I) M22,,032550 ,GRADE DIANTEIRA (GIGANTE) [F6C M22] Flag Romaneio,1,Carreta Madeira Fixa 6t RS/RD de 2 Eixos - PLATAFORMA - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,F6B SS RS/RD P750(I) M22,,030938 ,CHASSI SIMPLES SEM MOLA F6 SS M17 (EIXO TRAS DESL 200mm) Flag Romaneio,1,Carreta Madeira Fixa 6t RS/RD de 2 Eixos - PLATAFORMA - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,F6B SS RS/RD P750(I) M22,,214108 ,RODA 6 FUROS TANDEM (PARAF. 5/8) Flag Romaneio,2,Carreta Madeira Fixa 6t RS/RD de 2 Eixos - PLATAFORMA - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,F6B SS RS/RD P750(I) M22,,023589 ,"ICAMENTO COMPLETO S/F CBH/CBHM/FTC 6,0T Flag Romaneio",1,Carreta Madeira Fixa 6t RS/RD de 2 Eixos - PLATAFORMA - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,F6B SS RS/RD P750(I) M22,,031591 ,"EIXO BALANCIM COMPLETO SS RD F6 BAG / T6,5 Flag Romaneio",1,Carreta Madeira Fixa 6t RS/RD de 2 Eixos - PLATAFORMA - C/ PNEUS 750(I) - Molas e Freios não Incluídos
17/11/2021,F6B SS RS/RD P750(I) M22,,031593 ,"EIXO DIANT COMPL SS F6 BAG / T6,5 Flag Romaneio",1,Carreta Madeira Fixa 6t RS/RD de 2 Eixos - PLATAFORMA - C/ PNEUS 750(I) - Molas e Freios não Incluídos
23/11/2021,FA6F SS T P750(R) M20,,025233 ,CHASSI (M13) FA6 SS Flag Romaneio,1,Carreta Madeira Fixa 6t de Eixo Tandem - PLATAFORMA - C/ PNEUS 750(R) - Molas e Freios não Incluídos
23/11/2021,FA6F SS T P750(R) M20,,030383 ,MACACO COMPLETO [CBHM M17] Flag Romaneio,1,Carreta Madeira Fixa 6t de Eixo Tandem - PLATAFORMA - C/ PNEUS 750(R) - Molas e Freios não Incluídos
23/11/2021,FA6F SS T P750(R) M20,,031757 ,SISTEMA TANDEM CBHM 6000/CBH 6T M20 Flag Romaneio,1,Carreta Madeira Fixa 6t de Eixo Tandem - PLATAFORMA - C/ PNEUS 750(R) - Molas e Freios não Incluídos
23/11/2021,FA6F SS T P750(R) M20,,416356 ,ICAMENTO COMPL FA6 (APÓS JUNHO 2013) Flag Romaneio,1,Carreta Madeira Fixa 6t de Eixo Tandem - PLATAFORMA - C/ PNEUS 750(R) - Molas e Freios não Incluídos
23/11/2021,FA6F SS T P750(R) M20,,031498 ,"PLATAFORMA PARA TRANSPORTE DE CAIXAS (CARROCERIA DE MADEIRA 4,00m X 1,90m) Flag Romaneio",1,Carreta Madeira Fixa 6t de Eixo Tandem - PLATAFORMA - C/ PNEUS 750(R) - Molas e Freios não Incluídos
23/11/2021,FA6F SS T P750(R) M20,,031524 ,"GRADE DIANTEIRA (GIGANTE) - FA6,0 PARA CAIXAS",1,Carreta Madeira Fixa 6t de Eixo Tandem - PLATAFORMA - C/ PNEUS 750(R) - Molas e Freios não Incluídos
23/11/2021,FA6F SS T P750(R) M20,,031494 ,"CANTONEIRAS M19 - F/FA 6,0 PARA TRANSPORTE DE CAIXAS Flag Romaneio",1,Carreta Madeira Fixa 6t de Eixo Tandem - PLATAFORMA - C/ PNEUS 750(R) - Molas e Freios não Incluídos
23/11/2021,FA6F SS T P750(R) M20,,031395 ,KIT EMBALAGEM [F/FA],1,Carreta Madeira Fixa 6t de Eixo Tandem - PLATAFORMA - C/ PNEUS 750(R) - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90m CBHM 4500  Flag Romaneio",1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,031255,"FUEIRO DIANTEIRO DIREITO 0,90m CBHM 4500  Flag Romaneio",1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,031251,FUEIRO CENTRAL LE TUBULAR CBHM 6000 -  Flag Romaneio,1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,031250,FUEIRO CENTRAL LD TUBULAR CBHM 6000 - ,1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,025860 ,EIXO DIANT COMPL SS (6000) M14 CBHM 02 EIXOS Flag Romaneio,1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,460576 ,EIXO COMPLETO SS RD (5000) CBHM Flag Romaneio,1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM -  Flag Romaneio,5,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,460382,GRADE DIANTEIRA SUP 45CM (5000) CBHM -  Flag Romaneio,5,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,214105 ,RODA 6 FUROS RD (PARAF. 5/8) Flag Romaneio,4,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,030826 ,ACESSORIOS SS (6000) M17 CBHM 02 EIXOS Flag Romaneio,1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,030809,PLATAFORMA [CBHM 6000 (02 EIXOS) M17 ] Flag Romaneio,1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,030493 ,"CHASSI - CBH/CBHM - 6,0T - 2E - RS/RD Flag Romaneio",1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,023589 ,"ICAMENTO COMPLETO S/F CBH/CBHM/FTC 6,0T Flag Romaneio",1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,025840 ,5 RODA - CBH/CBHM 02 EIXOS Flag Romaneio,1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,031396 ,KIT EMBALAGEM - CBHM,1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,025048,"TAMPA TRASEIRA 1,10m (5000) CBHM (31 AGO 2012.../T7113-08/12...) ",1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,031264,"FUEIRO TRASEIRO DIREITO 1,10m [CBHM 5000 M17 ]",1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,031264,"FUEIRO TRASEIRO DIREITO 1,10m [CBHM 5000 M17 ]",1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,CBHM6000-2E SS RS/RD P700(R) M17,,031265,"FUEIRO TRASEIRO ESQUERDO 1,10m [CBHM 5000 M17 ]",1,Carreta Hidráulica 7t (6m3) RS/RD de 2 Eixos – USO GERAL - C/ PNEUS - Molas e Freios não Incluídos
24/11/2021,F6 CS RS/RS A90 P700(R) M21,,619365M17 ,F6CSF M17 (CHASSI COM RODAS PARA CARRETA AGRICOLA 6 TON) Flag Romaneio,1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - PNEUS 700(R) - Freios não Incluídos
24/11/2021,F6 CS RS/RS A90 P700(R) M21,,025898 ,EIXO DIANT/TRAS COMPLETO C/M - F6 M14 Flag Romaneio,2,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - PNEUS 700(R) - Freios não Incluídos
24/11/2021,F6 CS RS/RS A90 P700(R) M21,,462184 ,IÇAMENTO COMPLETO SS [F4/6 M98] Flag Romaneio,1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - PNEUS 700(R) - Freios não Incluídos
24/11/2021,F6 CS RS/RS A90 P700(R) M21,,029668 ,CHASSI SIMPLES C/MOLA - CARRETA F6 M17 Flag Romaneio,1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - PNEUS 700(R) - Freios não Incluídos
24/11/2021,F6 CS RS/RS A90 P700(R) M21,,029656 ,FEIXE DE MOLAS 12 LAMINAS - CARRETA ER6 Flag Romaneio,4,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - PNEUS 700(R) - Freios não Incluídos
24/11/2021,F6 CS RS/RS A90 P700(R) M21,,029989CO ,5ª RODA CINZA [F4/6] Flag Romaneio,1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - PNEUS 700(R) - Freios não Incluídos
24/11/2021,F6 CS RS/RS A90 P700(R) M21,,032085 ,"PLATAFORMA PISO MAD 4,00M M20_CARRETA F6 M17",1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - PNEUS 700(R) - Freios não Incluídos
24/11/2021,F6 CS RS/RS A90 P700(R) M21,,031021 ,"GRADE LATERAL ALT45 - S4,0MD Flag Romaneio",2,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - PNEUS 700(R) - Freios não Incluídos
24/11/2021,F6 CS RS/RS A90 P700(R) M21,,031057 ,"GRADE DIANTEIRA 0,9m G3,20/4,0MD [F4/6] Flag Romaneio",1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - PNEUS 700(R) - Freios não Incluídos
24/11/2021,F6 CS RS/RS A90 P700(R) M21,,031058 ,"GRADE TRASEIRA INFERIOR 0,45m G3,20/4,0MD [F4/6] Flag Romaneio",1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - PNEUS 700(R) - Freios não Incluídos
24/11/2021,F6 CS RS/RS A90 P700(R) M21,,031055 ,"GRADE LATERAL INFERIOR ALT45 - G4,0MD",2,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - PNEUS 700(R) - Freios não Incluídos
24/11/2021,F6 CS RS/RS A90 P700(R) M21,,031063 ,"GRADE TRASEIRA SUPERIOR 0,45m G3,20/4,0MD [F4/6] Flag Romaneio",1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - PNEUS 700(R) - Freios não Incluídos
24/11/2021,F6 CS RS/RS A90 P700(R) M21,,031395 ,KIT EMBALAGEM [F/FA],1,Carreta Madeira Fixa 6t RS/RS de 2 Eixos - ALT 90 - C/ MOLAS - PNEUS 700(R) - Freios não Incluídos
24/11/2021,CBHM5000 CA SC T ABA MM P700(R) M20,,030340,PLATAFORMA [CBHM 5000 M17 ] Flag Romaneio,1,Carreta Hidráulica 5t (5m3) RD de Eixo Tandem - CAFEEIRA - C/ FREIOS + ABAS LATERAIS + MANG MAIORES + PNEUS - Molas não Incluídas
24/11/2021,CBHM5000 CA SC T ABA MM P700(R) M20,,030620 ,CHASSI COMPLETO SC [CBHM 5000 M17] Flag Romaneio,1,Carreta Hidráulica 5t (5m3) RD de Eixo Tandem - CAFEEIRA - C/ FREIOS + ABAS LATERAIS + MANG MAIORES + PNEUS - Molas não Incluídas
