1o. Agrupamento,REF PRINCIPAL,Código,Recurso,Descrição,qnt,Produto
04/08/2020,,612339,411176,"TANQUE 6500L  SIMPL (M98) T6,5",1,
04/08/2020,,612339,030943,"TANQUE 6500L  C/ ESC E GRADIL (M98) T6,5 - ",1,
05/08/2020,,612340,483047,"TANQUE 4300L SIMPL  (M98)  T4,3",1,
05/08/2020,,612340,030944,"TANQUE 4300L SIMPL C/ESC E GRADIL  (M98)  TA4,3 - ",1,
06/08/2020,FTC6500 SS RS/RS M17,613426M17,477989,EIXO DIANT COMPL SS CUBO FORJ(00) (M98)F6,1,"Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - Molas, Freios e Pneus não Incluídos"
06/08/2020,FTC6500 SS RS/RS M17,613426M17,477114,EIXO BALANC COMPL SS   (M98)F6,1,"Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - Molas, Freios e Pneus não Incluídos"
06/08/2020,FTC6500 SS RS/RS M17,613426M17,023589,ICAMENTO COMPLETO  S/F   CBHM 2 EIXOS,1,"Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - Molas, Freios e Pneus não Incluídos"
06/08/2020,FTC6500 SS RS/RS M17,613426M17,030788,CHASSI SIMPLES SEM MOLA F6 SS M17,1,"Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - Molas, Freios e Pneus não Incluídos"
06/08/2020,FTC6500 SS RS/RS M17,613426M17,032488," TANQUE SIMPLES 6500L ""01 SAIDA + ESCADA E GRADIL"" [FTC 6500 ] Flag Romaneio",1,"Carreta Tanque (6500L) RS/RS de 2 Eixos – TANQUE - Molas, Freios e Pneus não Incluídos"
07/08/2020,,613427M17,477989,EIXO DIANT COMPL SS CUBO FORJ(00) (M98)F6,1,
07/08/2020,,613427M17,477114,EIXO BALANC COMPL SS   (M98)F6,1,
07/08/2020,,613427M17,023565,ICAMENTO SIMPLES S/F  CBHM 2 EIXOS,1,
07/08/2020,,613427M17,023589,ICAMENTO COMPLETO  S/F   CBHM 2 EIXOS,1,
07/08/2020,,613427M17,030788,CHASSI SIMPLES SEM MOLA F6 SS M17,1,
07/08/2020,,613427M17,411176,"TANQUE 6500L  SIMPL (M98) T6,5",1,
07/08/2020,,613427M17,030943,"TANQUE 6500L  C/ ESC E GRADIL (M98) T6,5 - ",1,
08/08/2020,,613428M17,449763,PLATAF MONTADA LD - BOMBA ANDRADE,1,
08/08/2020,,613428M17,449775,PLATAF MONTADA LE - BOMBA ANDRADE,1,
08/08/2020,,613428M17,477989,EIXO DIANT COMPL SS CUBO FORJ(00) (M98)F6,1,
08/08/2020,,613428M17,477114,EIXO BALANC COMPL SS   (M98)F6,1,
08/08/2020,,613428M17,023589,ICAMENTO COMPLETO  S/F   CBHM 2 EIXOS,1,
08/08/2020,,613428M17,030788,CHASSI SIMPLES SEM MOLA F6 SS M17,1,
08/08/2020,,613428M17,032490,"TANQUE SIMPLES 6500L ""02 SAIDAS + ESCADA E GRADIL + SUP. P/ KIT INCENDIO"" [FTC 6500 ] Flag Romaneio",1,
09/08/2020,,613431M17,449763,PLATAF MONTADA LD - BOMBA ANDRADE,1,
09/08/2020,,613431M17,449775,PLATAF MONTADA LE - BOMBA ANDRADE,1,
09/08/2020,,613431M17,477989,EIXO DIANT COMPL SS CUBO FORJ(00) (M98)F6,1,
09/08/2020,,613431M17,477114,EIXO BALANC COMPL SS   (M98)F6,1,
09/08/2020,,613431M17,023589,ICAMENTO COMPLETO  S/F   CBHM 2 EIXOS,1,
09/08/2020,,613431M17,030788,CHASSI SIMPLES SEM MOLA F6 SS M17,1,
09/08/2020,,613431M17,032490,"TANQUE SIMPLES 6500L ""02 SAIDAS + ESCADA E GRADIL + SUP. P/ KIT INCENDIO"" [FTC 6500 ] Flag Romaneio",1,
,,613431M17,010212,SUPORTE P/ KIT INCENDIO [FTC 4300/6500],1,
10/08/2020,,613431M19,449763,PLATAF MONTADA LD - BOMBA ANDRADE,1,
10/08/2020,,613431M19,449775,PLATAF MONTADA LE - BOMBA ANDRADE,1,
10/08/2020,,613431M19,477989,EIXO DIANT COMPL SS CUBO FORJ(00) (M98)F6,1,
10/08/2020,,613431M19,477114,EIXO BALANC COMPL SS   (M98)F6,1,
10/08/2020,,613431M19,023565,ICAMENTO SIMPLES S/F  CBHM 2 EIXOS,1,
10/08/2020,,613431M19,023589,ICAMENTO COMPLETO  S/F   CBHM 2 EIXOS,1,
10/08/2020,,613431M19,030788,CHASSI SIMPLES SEM MOLA F6 SS M17,1,
10/08/2020,,613431M19,411176,"TANQUE 6500L  SIMPL (M98) T6,5",1,
10/08/2020,,613431M19,030943,"TANQUE 6500L  C/ ESC E GRADIL (M98) T6,5 - ",1,
11/08/2020,,613436M17,449763,PLATAF MONTADA LD - BOMBA ANDRADE,1,
11/08/2020,,613436M17,449775,PLATAF MONTADA LE - BOMBA ANDRADE,1,
11/08/2020,,613436M17,477989,EIXO DIANT COMPL SS CUBO FORJ(00) (M98)F6,1,
11/08/2020,,613436M17,477114,EIXO BALANC COMPL SS   (M98)F6,1,
11/08/2020,,613436M17,023565,ICAMENTO SIMPLES S/F  CBHM 2 EIXOS,1,
11/08/2020,,613436M17,023589,ICAMENTO COMPLETO  S/F   CBHM 2 EIXOS,1,
11/08/2020,,613436M17,030788,CHASSI SIMPLES SEM MOLA F6 SS M17,1,
11/08/2020,,613436M17,411176,"TANQUE 6500L  SIMPL (M98) T6,5",1,
11/08/2020,,613436M17,030943,"TANQUE 6500L  C/ ESC E GRADIL (M98) T6,5 - ",1,
12/08/2020,FTC4300 SS RS/RS M17,613502M17,477620,EIXO DIANT COMPL SS CUBO FORJ(00) (M98) F4,1,"Carreta Tanque (4300L) RS/RS de 2 Eixos – TANQUE - Molas, Freios e Pneus não Incluídos"
12/08/2020,FTC4300 SS RS/RS M17,613502M17,477783,EIXO BALAN COMPL SS CUBO FORJ(00)  (M98)F4,1,"Carreta Tanque (4300L) RS/RS de 2 Eixos – TANQUE - Molas, Freios e Pneus não Incluídos"
12/08/2020,FTC4300 SS RS/RS M17,613502M17,462160,ICAMENTO SIMPLES S/F (M98) F4/6,1,"Carreta Tanque (4300L) RS/RS de 2 Eixos – TANQUE - Molas, Freios e Pneus não Incluídos"
12/08/2020,FTC4300 SS RS/RS M17,613502M17,030787,CHASSI SIMPLES S/ MOLA F4 M17,1,"Carreta Tanque (4300L) RS/RS de 2 Eixos – TANQUE - Molas, Freios e Pneus não Incluídos"
12/08/2020,FTC4300 SS RS/RS M17,613502M17,483047,"TANQUE 4300L SIMPL  (M98)  T4,3",1,"Carreta Tanque (4300L) RS/RS de 2 Eixos – TANQUE - Molas, Freios e Pneus não Incluídos"
12/08/2020,FTC4300 SS RS/RS M17,613502M17,030944,"TANQUE 4300L SIMPL C/ESC E GRADIL  (M98)  TA4,3 - ",1,"Carreta Tanque (4300L) RS/RS de 2 Eixos – TANQUE - Molas, Freios e Pneus não Incluídos"
13/08/2020,CBHM5000 GR SC RD M17,614233M17,025048,"TAMPA TRASEIRA 1,10m  (5000) CBHM (31 AGO 2012.../T7113-08/12...) ",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
13/08/2020,CBHM5000 GR SC RD M17,614233M17,030340,PLATAFORMA M17 (3500/5000)  CBHM ,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
13/08/2020,CBHM5000 GR SC RD M17,614233M17,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90 - CBHM 4500 - ",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
13/08/2020,CBHM5000 GR SC RD M17,614233M17,031255,"FUEIRO DIANTEIRO DIREITO 0,90 - CBHM 4500- ",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
13/08/2020,CBHM5000 GR SC RD M17,614233M17,031264,"FUEIRO TRAS DIREITO 1,10m - CBHM 5000 - ",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
13/08/2020,CBHM5000 GR SC RD M17,614233M17,031265,"FUEIRO TRAS ESQUERDO 1,10m - CBHM 5000 - ",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
13/08/2020,CBHM5000 GR SC RD M17,614233M17,030383,MACACO COMPLETO   CBHM M17,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
13/08/2020,CBHM5000 GR SC RD M17,614233M17,464922,EIXO COMPLETO SC RD (5000)  CBHM,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
13/08/2020,CBHM5000 GR SC RD M17,614233M17,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
13/08/2020,CBHM5000 GR SC RD M17,614233M17,030716,CHASSI SC M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
13/08/2020,CBHM5000 GR SC RD M17,614233M17,460382,GRADE DIANTEIRA SUP 45CM (5000)   CBHM - ,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
13/08/2020,CBHM5000 GR SC RD M17,614233M17,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM - ,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
13/08/2020,CBHM5000 GR SC RD M17,614233M17,493181,GRADE LATERAL SUP (4500)   CBHM ,2,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
13/08/2020,CBHM5000 GR SC RD M17,614233M17,493193,GRADE LATERAL INF (4500)   CBHM ,2,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
13/08/2020,CBHM5000 GR SC RD M17,614233M17,031396,KIT EMBALAGEM - CBHM,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - C/ FREIOS - Molas e Pneus não Incluídos
14/08/2020,CBHM5000 CF SC RD M17,614415M17,030340,PLATAFORMA M17 (3500/5000)  CBHM ,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos
14/08/2020,CBHM5000 CF SC RD M17,614415M17,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90 - CBHM 4500 - ",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos
14/08/2020,CBHM5000 CF SC RD M17,614415M17,031255,"FUEIRO DIANTEIRO DIREITO 0,90 - CBHM 4500- ",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos
14/08/2020,CBHM5000 CF SC RD M17,614415M17,031257,"FUEIRO TRAS ESQUERDO 0,90 - CBHM 4500 - ",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos
14/08/2020,CBHM5000 CF SC RD M17,614415M17,031258,"FUEIRO TRAS DIREITO 0,90 - CBHM 4500 - ",1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos
14/08/2020,CBHM5000 CF SC RD M17,614415M17,030383,MACACO COMPLETO   CBHM M17,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos
14/08/2020,CBHM5000 CF SC RD M17,614415M17,464922,EIXO COMPLETO SC RD (5000)  CBHM,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos
14/08/2020,CBHM5000 CF SC RD M17,614415M17,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos
14/08/2020,CBHM5000 CF SC RD M17,614415M17,030716,CHASSI SC M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos
14/08/2020,CBHM5000 CF SC RD M17,614415M17,460382,GRADE DIANTEIRA SUP 45CM (5000)   CBHM - ,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos
14/08/2020,CBHM5000 CF SC RD M17,614415M17,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM - ,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos
14/08/2020,CBHM5000 CF SC RD M17,614415M17,493181,GRADE LATERAL SUP (4500)   CBHM ,2,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos
14/08/2020,CBHM5000 CF SC RD M17,614415M17,493193,GRADE LATERAL INF (4500)   CBHM ,2,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos
14/08/2020,CBHM5000 CF SC RD M17,614415M17,031396,KIT EMBALAGEM - CBHM,1,Carreta Hidráulica 5t (5m3) RD de 1 Eixo – CAFEEIRA - C/ FREIOS - Molas e Pneus não Incluídos
15/08/2020,CBHM4500 SS RS M17,614919M17,025046,TAMPA TRASEIRA 90cm (4500) CBHM (31 AGO 2012.../T7113-08/12...) ,1,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
15/08/2020,CBHM4500 SS RS M17,614919M17,030615,PLATAFORMA M17   CBHM (4500) ,1,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
15/08/2020,CBHM4500 SS RS M17,614919M17,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90 - CBHM 4500 - ",1,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
15/08/2020,CBHM4500 SS RS M17,614919M17,031255,"FUEIRO DIANTEIRO DIREITO 0,90 - CBHM 4500- ",1,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
15/08/2020,CBHM4500 SS RS M17,614919M17,031257,"FUEIRO TRAS ESQUERDO 0,90 - CBHM 4500 - ",1,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
15/08/2020,CBHM4500 SS RS M17,614919M17,031258,"FUEIRO TRAS DIREITO 0,90 - CBHM 4500 - ",1,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
15/08/2020,CBHM4500 SS RS M17,614919M17,030383,MACACO COMPLETO   CBHM M17,1,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
15/08/2020,CBHM4500 SS RS M17,614919M17,460588,EIXO COMPLETO SS RS (4500)  CBHM,1,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
15/08/2020,CBHM4500 SS RS M17,614919M17,030347,CHASSI SS M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
15/08/2020,CBHM4500 SS RS M17,614919M17,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
15/08/2020,CBHM4500 SS RS M17,614919M17,425928,GRADE DIANTEIRA INF (4500)   CBHM - ,1,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
15/08/2020,CBHM4500 SS RS M17,614919M17,425930,GRADE DIANTEIRA SUP (4500)   CBHM - ,1,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
15/08/2020,CBHM4500 SS RS M17,614919M17,493181,GRADE LATERAL SUP (4500)   CBHM ,2,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
15/08/2020,CBHM4500 SS RS M17,614919M17,493193,GRADE LATERAL INF (4500)   CBHM ,2,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
15/08/2020,CBHM4500 SS RS M17,614919M17,031396,KIT EMBALAGEM - CBHM,1,"Carreta Hidráulica 5t (4,5m3) RS de 1 Eixo – CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,025046,TAMPA TRASEIRA 90cm (4500) CBHM (31 AGO 2012.../T7113-08/12...) ,1,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,030615,PLATAFORMA M17   CBHM (4500) ,1,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90 - CBHM 4500 - ",1,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,031255,"FUEIRO DIANTEIRO DIREITO 0,90 - CBHM 4500- ",1,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,031257,"FUEIRO TRAS ESQUERDO 0,90 - CBHM 4500 - ",1,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,031258,"FUEIRO TRAS DIREITO 0,90 - CBHM 4500 - ",1,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,031603,EIXO COMPLETO SS RD (4500)  CBHM (CHAPA),1,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,030383,MACACO COMPLETO   CBHM M17,1,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,030347,CHASSI SS M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,425928,GRADE DIANTEIRA INF (4500)   CBHM - ,1,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,425930,GRADE DIANTEIRA SUP (4500)   CBHM - ,1,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,493181,GRADE LATERAL SUP (4500)   CBHM ,2,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,493193,GRADE LATERAL INF (4500)   CBHM ,2,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
16/08/2020,CBHM4500 SS RD M17,614920M17,031396,KIT EMBALAGEM - CBHM,1,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,025048,"TAMPA TRASEIRA 1,10m  (5000) CBHM (31 AGO 2012.../T7113-08/12...) ",1,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,030340,PLATAFORMA M17 (3500/5000)  CBHM ,1,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90 - CBHM 4500 - ",1,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,031255,"FUEIRO DIANTEIRO DIREITO 0,90 - CBHM 4500- ",1,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,031264,"FUEIRO TRAS DIREITO 1,10m - CBHM 5000 - ",1,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,031265,"FUEIRO TRAS ESQUERDO 1,10m - CBHM 5000 - ",1,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,030383,MACACO COMPLETO   CBHM M17,1,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,460576,EIXO COMPLETO SS RD (5000)  CBHM,1,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,030347,CHASSI SS M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,460382,GRADE DIANTEIRA SUP 45CM (5000)   CBHM - ,1,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM - ,1,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,493181,GRADE LATERAL SUP (4500)   CBHM ,2,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,493193,GRADE LATERAL INF (4500)   CBHM ,2,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
17/08/2020,CBHM5000 GR SS RD M17,614932M17,031396,KIT EMBALAGEM - CBHM,1,"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
18/08/2020,,614935M17,025048,"TAMPA TRASEIRA 1,10m  (5000) CBHM (31 AGO 2012.../T7113-08/12...) ",1,
18/08/2020,,614935M17,030340,PLATAFORMA M17 (3500/5000)  CBHM ,1,
18/08/2020,,614935M17,024351,SUPORTE EIXO BAL TANDEM   CBH/CBHM 4TON,1,
18/08/2020,,614935M17,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90 - CBHM 4500 - ",1,
18/08/2020,,614935M17,031255,"FUEIRO DIANTEIRO DIREITO 0,90 - CBHM 4500- ",1,
18/08/2020,,614935M17,031264,"FUEIRO TRAS DIREITO 1,10m - CBHM 5000 - ",1,
18/08/2020,,614935M17,031265,"FUEIRO TRAS ESQUERDO 1,10m - CBHM 5000 - ",1,
18/08/2020,,614935M17,030383,MACACO COMPLETO   CBHM M17,1,
18/08/2020,,614935M17,030347,CHASSI SS M17 (3500/4500/5000/8000) CBHM/CBH 4T,1,
18/08/2020,,614935M17,030389,BASE MÓVEL DO MACACO CBHM/CBH 4T M17,2,
18/08/2020,,614935M17,024480,EIXO COMPL BAL TANDEM CBH/CBHM 4TON,2,
18/08/2020,,614935M17,460382,GRADE DIANTEIRA SUP 45CM (5000)   CBHM - ,1,
18/08/2020,,614935M17,460400,GRADE DIANTEIRA INF 45CM (5000) CBHM - ,1,
18/08/2020,,614935M17,493181,GRADE LATERAL SUP (4500)   CBHM ,2,
18/08/2020,,614935M17,493193,GRADE LATERAL INF (4500)   CBHM ,2,
18/08/2020,,614935M17,031396,KIT EMBALAGEM - CBHM,1,
19/08/2020,CBHM5000 GR SS T M20,614935M20,025048,"TAMPA TRASEIRA 1,10m  (5000) CBHM (31 AGO 2012.../T7113-08/12...) ",1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
19/08/2020,CBHM5000 GR SS T M20,614935M20,030340,PLATAFORMA M17 (3500/5000)  CBHM ,1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
19/08/2020,CBHM5000 GR SS T M20,614935M20,031254,"FUEIRO DIANTEIRO ESQUERDO 0,90 - CBHM 4500 - ",1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
19/08/2020,CBHM5000 GR SS T M20,614935M20,031255,"FUEIRO DIANTEIRO DIREITO 0,90 - CBHM 4500- ",1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
19/08/2020,CBHM5000 GR SS T M20,614935M20,031264,"FUEIRO TRAS DIREITO 1,10m - CBHM 5000 - ",1,"Carreta Hidráulica 5t (5m3) de Eixo Tandem – GRANELEIRA - Molas, Freios e Pneus não Incluídos"
