carreta,codigo,desc,item_code,qt,item_description,tipo
CBHM5000 GR SC T M20,,CBHM5000 GR SC T M20 - Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - Molas e Pneus não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR CC RD M17,,CBHM5000 GR CC RD M17 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ MOLAS + FREIOS - Pneus não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 CA SC T ABA MM P700(R) M20,,CBHM5000 CA SC T ABA MM P700(R) M20 - Carreta Hidráulica 5t (5m3) RD de Eixo Tandem - CAFEEIRA - C/ FREIOS + ABAS LATERAIS + MANG MAIORES + PNEUS - Molas não Incluídas,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH6R FO SS T MM M21,,"CBH6R FO SS T MM M21 - Carreta Hidráulica 6t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM4500 SS RD P750(I) M17 VJ,,"CBHM4500 SS RD P750(I) M17 VJ - Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ PNEUS 750(I) - VERDE - Molas e Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO-1M SC RD MM P750(I) M21 VM,,CBH5 FO-1M SC RD MM P750(I) M21 VM - Carreta Hidráulica 5t (5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS 750(I) - VERMELHA - Molas não Incluídas,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO SC RD BE MM M21,,"CBH5 FO SC RD BE MM M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + BASE P/ ENSILADEIRA - Molas e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO SS RD MM P750(I) M21,,"CBH5 FO SS RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MANG MAIORES + PNEUS 750(I) - Molas e Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO SS T MM P750(I) M21,,"CBH5 FO SS T MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES + PNEUS 750(I) - Molas e Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR SS RD P750(I) M17,,CBHM5000 GR SS RD P750(I) M17 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - PNEUS 750(I) - Molas e Freios não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH6R FO SS T P750(I) M21,,"CBH6R FO SS T P750(I) M21 - Carreta Hidráulica 6t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ PNEUS 750(I) - Molas e Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR SS T P750(I) M20,,CBHM5000 GR SS T P750(I) M20 - Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ PNEUS 750(I) - Molas e Freios não Incluídos+,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM3500 SS RD P750(R) M17,,"CBHM3500 SS RD P750(R) M17 - Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo - USO GERAL - C/ PNEUS 750(R) - Molas e Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO SS T P750(I) M21,,"CBH5 FO SS T P750(I) M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ PNEUS 750(I) - Molas e Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO-1M SS RD MM P750(I) M21,,CBH5 FO-1M SS RD MM P750(I) M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ PNEUS 750(I) + MANG MAIORES - Molas e Freios não incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO SS RD MM P700(R) M21,,"CBH5 FO SS RD MM P700(R) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MANG MAIORES + PNEUS 700(R) - Molas e Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO-1M SS T MM P750(I) M21,,CBH5 FO-1M SS T MM P750(I) M21 - Carreta Hidráulica 5t (5m3) de Eixo Tandem - FORRAGEIRA 1M - C/ MANG MAIORES + PNEUS 750(I) - Molas e Freios não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM4500 SS RD P750(R) M17,,"CBHM4500 SS RD P750(R) M17 - Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ PNEUS 750(R) - Molas e Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
"CBH3,5 UG SS RS M21",,"CBH3,5 UG SS RS M21 - Carreta Hidráulica 3,5t (3m3) RS de 1 Eixo - USO GERAL - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 CA SC RD ABA MM P750(I) M17,,CBHM5000 CA SC RD ABA MM P750(I) M17 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + ABAS LATERAIS + MANG MAIORES + PNEUS - Molas não Incluídas,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR SC T MM P750(I) M20,,CBHM5000 GR SC T MM P750(I) M20 - Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluídas,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO-1M SS T M21,,"CBH5 FO-1M SS T M21 - Carreta Hidráulica 5t (5m3) de Eixo Tandem - FORRAGEIRA 1M - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM8000 SS RD MM M17,,"Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH6R FO SC T P750(I) M21,,"Carreta Hidráulica 6t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIO + PNEUS - Molas não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO-1M SS RD P750(I) M21,,CBH5 FO-1M SS RD P750(I) M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ PNEUS 750(I) - Molas e Freios não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM4500 SS RD MM M17,,"CBHM4500 SS RD MM M17 - Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO-1M SS T BE MM P750(I) M21,,CBH5 FO-1M SS T BE MM P750(I) M21 - Carreta Hidráulica 5t (5m3) de Eixo Tandem - FORRAGEIRA 1M - C/ BASE P/ ENSILADEIRA - MANG. MAIORES - C/PNEUS 750(I) - Molas e Freios não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO-1M SS RD M21,,"CBH5 FO-1M SS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 UG SS T P750(I) M21,,CBH5 UG SS T P750(I) M21 - Carreta Hidráulica 5t (3m3) de Eixo Tandem - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO-1M CS RD P750(I) M21,,CBH5 FO-1M CS RD P750(I) M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS + PNEUS - Freios não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM4500 SS RD P750(I) M17 PE AV,,"CBHM4500 SS RD P750(I) M17 PE AV - Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C PONTA ESPECIAL - AMARELA - C/ PNEUS - Molas e Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR SS RD MM P750(I) M17 PE AV,,CBHM5000 GR SS RD MM P750(I) M17 PE AV - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ MANG MAIORES + PNEUS 750(I) - C PONTA ESPECIAL - AMARELA - Molas e Freios não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR SS RD BE MM M17 PE AV,,"CBHM5000 GR SS RD BE MM M17 PE AV - Carreta Hidráulica 5t (5m3) RD 1 Eixo - GRANELEIRA - BASE P ENSILADEIRA + MANG MAIOR - C PONTA ESPECIAL - AMARELA - Molas, Freios e Pneus não Inclusos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM8000 SS RD MM M17 PE VM,,"CBHM8000 SS RD MM M17 PE VM - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ MANG MAIORES - C PONTA ESPECIAL - VERMELHA - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM4500 SS RD M17 PE,,"CBHM4500 SS RD M17 PE - Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C PONTA ESPECIAL - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR SS RD M17 PE,,"CBHM5000 GR SS RD M17 PE - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C PONTA ESPECIAL - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR SS T MM M20 P750(I),,CBHM5000 GR SS T MM M20 P750(I) - Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ MANG MAIORES - PNEUS 750(I) - Molas e Freios não Incluídos+,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM4500 SS RD MM M17 PE,,"CBHM4500 SS RD MM M17 PE - Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES - C PONTA ESPECIAL - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO-1M SS RD P750(I) M21 PE VM,,CBH5 FO-1M SS RD P750(I) M21 PE VM - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ PNEUS 750(I) - C PONTA ESPECIAL - VERMELHA - Molas e Freios não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM3500 SS RD P750(I) M17,,"CBHM3500 SS RD P750(I) M17 - Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo - USO GERAL - C/ PNEUS 750(I) - Molas e Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 CA SS RD MM P750(I) M17,,CBHM5000 CA SS RD MM P750(I) M17  - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES + PNEUS 750  - Molas e Freios não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM4500 SS RD MM P750(I) M17 VJ PE,,"CBHM4500 SS RD MM P750(I) M17 VJ PE - Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - MANGUEIRAS MAIORES - C/ PNEUS 750(I) - VERDE - PONTA ESPECIAL - Molas e Freios não Incluídos+",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR SS RD MM M17 AN PE,,"CBHM5000 GR SS RD MM M17 AN PE - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ MANG MAIORES - AZUL - PONTA ESPECIAL - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 UG SS RD P750(I) M21 PE,,CBH5 UG SS RD P750(I) M21 PE - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL- C/ PNEUS 750(I) - C PONTA ESPECIAL - Molas e Freios não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 UG SS RD M21 PE,,"CBH5 UG SS RD M21 PE - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - PONTA ESPECIAL - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR SC RD BE MM P750(I) M17 AV,,CBHM5000 GR SC RD BE MM P750(I) M17 AV - Carreta Hidráulica 5t (5m3) Rd de 1 Eixo - GRANELEIRA - C/ FREIOS + BASE P/ ENSILADEIRA + MANG MAIORES + PNEUS 750(I) - AMARELA - Molas não Incluídas,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 UG CS RD P750(I) M21,,CBH5 UG CS RD P750(I) M21 - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ MOLAS + PNEUS - Freios não incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM8000 SC RD MM M17 VJ,,CBHM8000 SC RD MM M17 VJ - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRO - C/ FREIOS - C/ MANGUEIRAS MAIORES - Molas e Pneus não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 UG SS RD P750(I) M21 VM,,"CBH5 UG SS RD P750(I) M21 VM - Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - PNEUS 750(I) - VERMELHA - Molas, Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR SS RD BE MM P750(I) M17 AV,,CBHM5000 GR SS RD BE MM P750(I) M17 AV - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ BASE P/ ENSILADEIRA - MANG MAIORES - PNEUS 750(I) - AMARELO - Molas e Freios não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM8000 SS RD P750(I) M17,,CBHM8000 SS RD P750(I) M17 - Carreta Hidráulica 5t (8m3) RD de 1 Eixo - FORRAGEIRA - C/ PNEUS 750(I) - Molas e Freios não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 UG SC T M21,,CBH5 UG SC T M21 - Carreta Hidráulica 5t (3m3) de Eixo Tandem - USO GERAL - C/ FREIOS - Molas e Pneus não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 CA SC RD MM M17,,CBHM5000 CA SC RD MM M17 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO CS RD M21,,"CBH5 FO CS RD M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ MOLAS - Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM3500 SS RS P750(I) M17,,"CBHM3500 SS RS P750(I) M17 - Carreta Hidráulica 5t (3,5m3) RS de 1 Eixo - USO GERAL - C/ PNEUS - Molas e Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR SC RD MM P750(R) M17,,CBHM5000 GR SC RD MM P750(R) M17 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS 750(R) - Molas não Incluídas,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO-1M SS T MM M21,,"CBH5 FO-1M SS T MM M21 - Carreta Hidráulica 5t (5m3) de Eixo Tandem - FORRAGEIRA 1M - C/ MANGUEIRAS MAIORES - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 CA SS RD ABA MM P750(I) M17,,CBHM5000 CA SS RD ABA MM P750(I) M17 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES + PNEUS - C/ ABAS - Molas e Freios não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO SS RD P750(I) M21,,"CBH5 FO SS RD P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ PNEUS - Molas e Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO SC RD MM P750(I) M21,,"CBH5 FO SC RD MM P750(I) M21 - Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluído",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 CA SC RD MM P750(I) M17,,CBHM5000 CA SC RD MM P750(I) M17 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + MANG MAIORES + PNEUS 750(I) - Molas não Incluídas,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM3500 SC RD P750(I) M17,,"CBHM3500 SC RD P750(I) M17 - Carreta Hidráulica 5t (3,5m3) RD de 1 Eixo - USO GERAL - C/ FREIOS - C/ PNEUS - Molas não Incluídas",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 CA SS T ABA MM P750(I) M20,,"CBHM5000 CA SS T ABA MM P750(I) M20 - Carreta Hidráulica 5t (5m3) de Eixo Tandem - CAFEEIRA - C/ ABAS LATERAIS + MANG MAIORES + PNEUS - Freios, Molas não Incluídas",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 CA SC RD ABA MM M17,,Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + ABAS LATERAIS + MANG MAIORES - Pneus e Molas não Incluídas,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 UG SS RDC P750(I) M21,,Carreta Hidráulica 5t (3m3) RDC de 1 Eixo - USO GERAL - C/ PNEUS - Molas e Freios não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM4500 SS RD MM P750(I) M17,,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - MANGUEIRAS MAIORES - C/ PNEUS 750(I) - Molas e Freios não Incluídos+",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM3500 CC RS P750(I) M17,,"Carreta Hidráulica 5t (3,5m3) RS de 1 Eixo - USO GERAL - C/ MOLAS + FREIOS + PNEUS 750(I)",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
"CBH3,5 UG SS RS P750(I) M21",,"Carreta Hidráulica 3,5t (3m3) RS de 1 Eixo - USO GERAL - C/ PNEUS - Molas e Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 UG ABL SC T M21,,Carreta Hidráulica 5t (3m3) de Eixo Tandem - USO GERAL ABL - C/ FREIOS - VERMELHA - Molas e Pneus não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM3500 SS RS MM M17,,"Carreta Hidráulica 3,5t (3,5m3) RS de 1 Eixo - USO GERAL - C/ MANGUEIRAS MAIORES - AZUL - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR SC RD MM P750(I) M17,,Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - C/ FREIOS + MANG MAIORES + PNEUS - VERMELHA - Molas não Incluídas,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM4500 SC RD P750(I) M17,,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS - C/ PNEUS - VERDE - Molas não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR SS RD BE MM M17,,Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - BASE P/ ENSILADEIRA + MANG MAIORES - Molasm Freios e Pneus não Incluídos,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM8000 SS T M20,,"Carreta Hidráulica 5t (8m3) Tandem de 1 Eixo – FORRAGEIRO - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM5000 GR SS T MM P750(I) M20,,Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ MANG MAIORES - PNEUS 750(I) - Molas e Freios não Incluídos+,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBHM4500 SS RD P750(I) M17,,"Carreta Hidráulica 4t (4,5m3) RD de 1 Eixo - CAFEEIRA - C/ PNEUS - VERMELHA - Molas e Freios não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO SC T MM M21,,"Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ FREIOS + MANG MAIORES - Molas e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 UG SS RS R20 P900(I) M21,,"Carreta Hidráulica 5t (3m3) RS de 1 Eixo - USO GERAL - ARO 20"" - C/ PNEUS - Molas, Freios e Pneus não Incluídos",240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
CBH5 FO-1M SC RD MM P750(I) M21,,Carreta Hidráulica 5t (5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - Molas não Incluídas+,240474,1,CIL. COMPL. CBHM/CBH CÓD.4403-01,cilindro
,619554M17,"619554M17 - CBHM 6000 RD M17 (6,0T) SS C/PNEUS (CARRETA BASCULANTE HIDRAULICA 6TONELADAS) M17 (Un)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
,619556M19,"619556M19 - CBH6,0 M19 RD SS (6.0T) (CARRETA BASCULANTE HIDRAULICA 6TONELADAS) (Un)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
,619556M20,"619556M20 - CBH6,0 M20 RD SS - USO GERAL TRS - LARANJA - (CARRETA BASCULANTE HIDRAULICA 6TONELADAS) (Un)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
,619566M19VM,"619566M19VM - CBH6,0 RD FORRRAGEIRA SC ABERTURA LATERAL - VERMELHO (CARRETA BASCULANTE HIDRAULICA 6 TONELADAS) (Un)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
CBHM6000 UG SC RD M17,619620M17,"619620M17 - CBHM 6000 M17 RD (6,0T) SC - LARANJA - (CARRETA BASCULANTE HIDRAULICA 6T) (Un)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
,622355M19,"622355M19 - CBH6,0 RD M19 FORR C/PNEUS SS ABERTURA LATERAL (CARRETA BASCULANTE HIDRAULICA 6TON) (Un)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
,622398M20,"622398M20 - CBH6,0 FORR TANDEM SS ABERTURA LATERAL - LARANJA - (CARRETA BASCULANTE HIDRAULICA 6TON) M20 (Un)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
,622616M20,"622616M20 - CBH6,0 RD SS M20 - USO GERAL - PNEUS - LARANJA (CARRETA BASCULANTE HIDRAULICA 6TONELADAS) (Un)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
,622671M20,"622671M20 - CBH6,0 (6,0T) TANDEM C/PNEUS (750) C/EXT GRAN M20 (CARRETA BASCULANTE HIDRÁULICA 6 TONELADAS) (Un)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
CBHM6000 UG SS RD P750 M17,622672M17,"622672M17 - CBHM 6000 M17 RD (6,0T) SS C/PNEUS (750) (CARRETA BASCULANTE HIDRAULICA 6TONELADAS) M17 (Un)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
,622749M20,"622749M20 - CBH6,0SS RD M20 LARANJA - USO GERAL - PNEUS 750 (CARRETA BASCULANTE HIDRÁULICA 6T) (Un)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
,622799M19AV,"622799M19AV - CBH6,0 RD M19 FORR AMARELO C/PNEUS SS ABERTURA LATERAL C/ MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRAULICA 6TON) (Un)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
,622803M20AV,"622803M20AV - CBH6,0 TANDEM - FORRAGEIRA - PNEUS 750 - MANGUEIRAS MAIORES - AMARELO  (CARRETA BASCULANTE HIDRAULICA 6TON) (Un)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
,622805M17AV,"622805M17AV - CBHM 6000 M17 RD (6,0T) SS - PNEUS 750 - MANG MAIORES - AMARELO (CARRETA BASCULANTE HIDRAULICA 6TONELADAS) M17 (Un)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
CBHM6000 UG SS RD M17,619553M17,"619553M17 - CBHM 6000 SS RD M17 LARANJA (CARRETA BASCULANTE HIDRÁULICA 7,0T)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
CBHM6000 UG SC RD MM M17,622845M17,"622845M17 - CBHM 6000 SC RD M17 LARANJA - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA 7,0T)",240485,1,CIL. COMPL. CBHM / 6000,cilindro
,622545M17VJ,"622545M17VJ - CBHM 6000 RD (7,0T) SC C/ MANGUEIRAS MAIORES C/PNEUS VERDE (CARRETA BASCULANTE HIDRÁULICA 7,0T)",240485,1,CIL. COMPL. CBHM / 6000,cilindro
,622820M20,"622820M20 - CBH6,0 SS TANDEM M20 LARANJA - FORRAGEIRA (ABL) - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA 6,0T)",240485,2,CIL. COMPL. CBHM / 6000,cilindro
