carreta,codigo,desc,item_code,qt,item_description,tipo
F4 CS RS/RS P M21,622422M21,"622422 - F4CS M17 C/S3,20MD CARROCERIA DE MADEIRA (CARRETA AGRÍCOLA 4T COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
F6 SS RS/RS P M21,622423M21,"622423 - F6SS M17 C/S4,0MD CARROCERIA DE MADEIRA (CARRETA AGRÍCOLA 6T COM CARROCERIA DE MADEIRA 4,00X1,90X0,45M) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622424,"622424 - F6SS M17 C/S4,0MD (ALT 60) CARROCERIA DE MADEIRA (CARRETA AGRÍCOLA 6T COM CARROCERIA DE MADEIRA 4,00X1,90X0,60M) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
F6 CS RS/RS P M21,622425M21,"622425 - F6CS M17 C/S4,0MD CARROCERIA DE MADEIRA (CARRETA AGRÍCOLA 6T COM CARROCERIA DE MADEIRA 4,00X1,90X0,45M) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
F6 CS RS/RS G M21,622443M21,"622443 - F6CS M17 C/G4,0MD CARROCERIA DE MADEIRA (CARRETA AGRÍCOLA 6T COM CARROCERIA MADEIRA 4,00X1,90X0,90M) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622444,"622444 - F4SS M17 C/G3,20MD CARROCERIA DE MADEIRA (CARRETA AGRÍCOLA 4T COM CARROCERIA DE MADEIRA 3,20X1,90X0,90M) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
F6 SS RS/RS G M21,622446M21,"622446 - F6SS M17 C/G4,0MD CARROCERIA DE MADEIRA (CARRETA AGRÍCOLA 6T COM CARROCERIA DE MADEIRA 4,00X1,90X0,90M) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622464,"622464 - F6SS M17 C/S4,0MD CARROCERIA DE MADEIRA C/PNEUS (CARRETA AGRÍCOLA 6T COM CARROCERIA DE MADEIRA 4,00X1,90X0,45M) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622470,"622470 - F6CS M17 C/S4,0MD CARROCERIA DE MADEIRA C/PNEUS (CARRETA AGRÍCOLA 6T COM CARROCERIA DE MADEIRA 4,00X1,90X0,45M) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622501,"622501 - F4SS M17 C/S3,20MD C/PNEUS 750 CARROCERIA DE MADEIRA (CARRETA AGRÍCOLA 4T COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622508M17,622508M17 - FTC 4300 (F4CS M17) C/ESCADA C/GRADIL C/PLATAFORMA P/ BOMBA C/PNEUS ESPECIAL (750x16) (CARRETA TANQUE 4300 LITROS) (Un),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC4300 SS RS/RS PL P750(R) M17,622549M17,"622549M17 - FTC 4300 (F4SS M17) C/ PNEUS ESPECIAL(750), ESC., GRAD., SUP P/BOMBA ANDR. SUP. P/KIT CONTRA INC. (CARRETA TANQUE 4300L) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622561M19,"622561M19 - FTC 4300 (F4SS M19) C/ESCADA, GRADIL, KIT INCÊNDIO E PLATAFORMA C/ BOMBA C/PNEUS ESP. (750)  (CARRETA TANQUE 4300L) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622580M19,622580M19 - CBHM 6000 M19 CAFEEIRA TANDEM C/FREIO (CARRETA BASCULANTE HIDRAULICA) (Un),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622618M19,"622618M19 - FTC 6500 (F6SS M17) C/ESCADA, GRADIL, KIT INCÊNDIO E PLATAFORMA C/ BOMBA C/PNEUS (CARRETA TANQUE 6500 LITROS) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622633M17,622633M17 - FTC 6500 (F6SS M17) C/ESCADA C/GRADIL C/PLATAF P/BOMBA ANDRADE C/ PNEUS(CARRETA TANQUE 6500 LITROS) (Un),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622666M20,"622666M20 - CBH5,0SS TANDEM M20 C/PNEUS (750) LARANJA (CARRETA BASCULANTE HIDRÁULICA 5TONELADAS) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FA4 CS RS P M20,622668M20,"622668M20 - FA4 FIXA CS RS C/S3,20MD CARROCERIA DE MADEIRA (CARRETA AGRICOLA 4TON COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M) (Un)",214104,2,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622694M19,"622694M19 - FTC 4300 (F4CS M17) COM ESCADA, GRADIL, C/ESCADA, GRADIL, KIT INCÊNDIO E PLATAFORMA C/ BOMBA E PNEUS (600) (CARRETA TANQUE 4300L) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622763M20,"622763M20 - CBH5,0 SS TANDEM M20 - TRS - FORRAGEIRA M20 (CARRETA BASCULANTE HIDRÁULICA 5T) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622779M20,"622779M20 - CBH5,0 TANDEM SC M20 LARANJA - FORRAGEIRA M20 (CARRETA BASCULANTE HIDRÁULICA 5T) (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622795,"622795 - F6CS M17 C/G4,0MD CARROCERIA DE MADEIRA C/ COMBOIO C/PNEUS 750 (CARRETA AGRÍCOLA 6T COM CARROCERIA MADEIRA 4,00X1,90X0,90M)+ (Un)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622817M20,"622817M20 - CBH5,0 SS TANDEM M20 LARANJA - FORRAGEIRA (TRS) - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622853,"622853 - FA4 FB SC RS C/S3,20MD (ALT60) CARROCERIA DE MADEIRA - PNEUS 750 (CARRETA AGRICOLA 4TON COM CARROCERIA DE MADEIRA 3,20X1,90X0,60M)",214104,2,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622768M20,"622768M20 - CBH5,0 SS TANDEM M20 LARANJA - USO GERAL M20 - PNEUS 750 (CARRETA BASCULANTE HIDRÁULICA 5T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622619,"622619 - F4CS M17 C/S3,20MD CARROCERIA DE MADEIRA C/ PNEUS 750(R) (CARRETA AGRÍCOLA 4T COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622766M20,"622766M20 - CBH5,0 SS TANDEM M20 LARANJA - FORRAGEIRA 1,00m (TRS) (CARRETA BASCULANTE",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
CBHM5000 GR SC T MM P750(R) M20,622873M20,"622873M20AV - CBHM 5000 SC TANDEM M20 AMARELA - MANGUEIRAS MAIORES - PNEUS 750(R) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622699M20,"622699M20 - FA4 FIXA SS RS C/S3,20MD C/ PNEUS 750(R) CARROCERIA DE MADEIRA (CARRETA AGRICOLA 4TON COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M)",214104,2,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622908M17,"622908M17 - FTC 4300 (F4SS M17) C/ PNEUS 750(I), ESC., GRAD., SUP P/BOMBA ANDR. SUP. P/KIT CONTRA INC. (CARRETA TANQUE 4300L)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
F4 SS RS/RS P P700(R) M21,622794M21,"622794 - F4SS M17 C/S3,20MD C/PNEUS 700(R) CARROCERIA DE MADEIRA (CARRETA AGRÍCOLA 4T COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622902M19,"622902M19 - FTC 6500 (F6SS M17) C/ESCADA, GRADIL, KIT INCÊNDIO E PLATAFORMA C/ BOMBA C/PNEUS 700(R) (CARRETA TANQUE 6500L)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,619365M17,619365M17 - F6CSF M17 (CHASSI COM RODAS PARA CARRETA AGRICOLA 6 TON),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622773M20,"622773M20 - CBH5,0 SS TANDEM M20 LARANJA - FORRAGEIRA ALT 1,00m (TRS) - BASE P/ ENSILADEIRA (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622445,"622445 - F4CS M17 C/G3,20MD CARROCERIA DE MADEIRA (CARRETA AGRÍCOLA 4T COM CARROCERIA DE MADEIRA 3,20X1,90X0,90M)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
F6 CS RS/RS P P700(R) M21,622797M21,"622797 - F6 CS RS/RS M17 - S4,0MD - CARROCERIA DE MADEIRA - PNEUS 700(R) (CARRETA AGRÍCOLA 6,0T COM CARROCERIA DE MADEIRA 4,00X1,90X0,45M)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,620683M17,620683M17 - FTC 4300 (F4SS M17) C/ESCADA C/GRADIL C/PLATAF P/BOMBA ANDRADE (CARRETA TANQUE 4300L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,620737M17,620737M17 - FTC 6500 (F6CS M17) C/ESCADA E GRADIL(CARRETA TANQUE 6500 LITROS),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622857M17,622857M17 - FTC 6500 (F6SS M17) ESCADA E GRADIL - PLATAFORMA P/ BOMBA ANDRADE - PNEUS 700 (CARRETA TANQUE 6500L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FA4 SS RS P M20,622648M20,"622648M20 - FA4 FIXA SS RS C/S3,20MD CARROCERIA DE MADEIRA (CARRETA AGRICOLA 4TON COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M)",214104,2,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,617908,617908 - FA4 RS FBSSF M98 (CHASSI COM RODAS PARA CARRETA AGRICOLA 4 TON),214104,2,RODA 6 FUROS RS F4/F6/CARRETAS,roda
CBHM5000 GR SC T MM P700(R) M20,622885M20,"622885M20 - CBHM 5000 SC TANDEM M20 LARANJA - MANGUEIRAS MAIORES - PNEUS 700(R) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,610045M17,610045M17 - F4SSF M17 (CHASSI COM RODAS PARA CARRETA AGRICOLA - 4 TON),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,610082,610082 - F6SSF M98 (CHASSI COM RODAS PARA CARRETAS - 6 TON),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622501M17CO,"622501M17CO - F4 SS RS/RS M17 CINZA E PRETA - S3,20MD CARROCERIA DE MADEIRA - PNEUS 750(R) (CARRETA AGRÍCOLA 4,0T COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622469,"622469 - FA4 FB SS RS - S3,20MD CARROCERIA DE MADEIRA - PNEUS 750(R) (CARRETA AGRICOLA 4,0T COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M)",214104,2,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC4300 SS RS/RS PL P700(R) M17,622920M17,622920M17VJ - FTC 4300 (F4 SS RS/RS M17) VERDE - ESCADA E GRADIL - PLATAFORMA P/ BOMBA - PNEUS 700(R) (CARRETA TANQUE 4300L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
CBHM6000 CF SS T MM M21,622825M21,622825M21 - CBHM 6000 CAFEEIRA SS TANDEM M21 LARANJA - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
F6 SS RS/RS P P700(R) M21,622786M21,"622786 - F6 SS RS/RS M17 - S4,0MD CARROCERIA DE MADEIRA - PNEUS 700(R) (CARRETA AGRÍCOLA 6,0T COM CARROCERIA DE MADEIRA 4,00X1,90X0,45M)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622921M19,622921M19 - FTC 4300 (F4 SS RS/RS M19) LARANJA - ESCADA E GRADIL - PLATAFORMA C/ BOMBA E SUP. P/ KIT INCENDIO - PNEUS 700(R) (CARRETA TANQUE 4300L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622903M17,622903M17 - FTC 6500 (F6 SS RS/RS M17) LARANJA - ESCADA E GRADIL - PLATAFORMA P/ BOMBA - SUP. P/ KIT INCENDIO - PNEUS 700(R) (CARRETA TANQUE 6500L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
CBH5 FO SS T 1M M21,622766M21,"622766M21 - CBH5,0 SS TANDEM M21 LARANJA - FORRAGEIRA ALT 1,00m (ABL) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622927M19,622927M19 - FTC 6500 (F6 SS RS/RS M17) LARANJA - ESCADA E GRADIL - PLATAFORMA C/ BOMBA E SUP. P/ KIT INCENDIO - PNEUS 750(I) (CARRETA TANQUE 6500L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC4300 SS RS/RS PL M17,622558M17,622558M17 - FTC 4300 (F4 SS RS/RS M17) - ESCADA E GRADIL - KIT INCENDIO - PLAT. P/ BOMBA (CARRETA TANQUE 4300L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
CBH5 FO SS T 1M MM M21,622770M21,"622770M21 - CBH5,0 SS TANDEM M21 LARANJA - FORRAGEIRA 1,00m (ABL) - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
CBH62E FO SS RS/T M21,622127M21,"622127M21 - CBH6,0 02 EIXOS SS RS/TANDEM M21 LARANJA - FORRAGEIRA (ABL) (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
CBH5 FO SS T M21,622763M21,"622763M21 - CBH5,0 SS TANDEM M21 LARANJA - FORRAGEIRA (ABL) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622863M19,622863M19 - FTC 6500 (F6 SS RS/RS M17) LARANJA - ESCADA E GRADIL - PLATAFORMA C/ BOMBA E SUP. P/ KIT INCENDIO - PNEUS 700(R) (CARRETA TANQUE 6500L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
CBH5 FO SS RD 1M BE M21,622930M21,"622930M21 - CBH5,0 SS RD M21 LARANJA - FORRAGEIRA ALT 1,00m (ABL) - BASE P/ ENSILADEIRA (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622953,"622953 - F6 SS RS/RS M17 - CARROCERIA DE MADEIRA S4,0MD - PNEUS 750(I) (CARRETA AGRÍCOLA 6,0T COM CARROCERIA DE MADEIRA 4,00X1,90X0,45M)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622954M17,622954M17 - FTC 6500 (F6 SS RS/RS M17) LARANJA - ESCADA E GRADIL - SUP. P/ KIT INCENDIO - PLAT. P/ BOMBA - PNEUS 750(I) (CARRETA TANQUE 6500L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622965M19,622965M19 - FTC 4300 (F4 CS RS/RS M17) LARANJA - ESCADA E GRADIL - PLAT. C/ BOMBA E KIT INCÊNCIO - PNEUS 750(I) (CARRETA TANQUE 4300L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,610082M17,610082M17 - F6SSF M17 (CHASSI COM RODAS PARA CARRETA AGRICOLA - 6 TON),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
CBH5 UG SS T M21,622765M21,"622765M21 - CBH5,0 SS TANDEM M21 LARANJA - USO GERAL (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622976M20,"622976M20 - CBHM 5000 SC TANDEM M20 LARANJA - MANG. MAIORES - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622969,"622969 - F4 CS RS/RS M17 - CARROCERIA DE MADEIRA S3,20MD - PNEUS 750(I) (CARRETA AGRÍCOLA 4,0T COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622927M21,622927M21 - FTC 6500 (F6 SS RS/RS M17) LARANJA - ESCADA E GRADIL - PLATAF. C/ BOMBA E SUP. P/ KIT INCENDIO - PNEUS 750(I) (CARRETA TANQUE 6500L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,618755,618755 - FA4 RS SSF MFI CARR MFI ( CHASSI COM RODAS PARA CARRETA AGRÍCOLA 4 TON ),214104,2,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622963,622963 - FA4 RS SCF MFI CARR MFI (CHASSI COM RODAS PARA CARRETA AGRÍCOLA 4 TON),214104,2,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622983M21,"622983M21 - FTC 4300 (F4SS M19) C/ESCADA, GRADIL, KIT INCÊNDIO E PLATAFORMA C/ BOMBA C/PNEUS 750(I) (CARRETA TANQUE 4300L)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
CBHM5000 GR SC T MM M20,622690M20,"622690M20 - CBHM 5000 SC TANDEM M20 LARANJA - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622970M20,"622970M20 - CBHM 5000 SS TANDEM M20 LARANJA - BASE P/ ENSIL. - MANG. MAIORES (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622989,"622989 - F6 SS RS/RS M17 - CARROCERIA DE MADEIRA S4,0MD (ALT 60) - PNEUS 700(R) (CARRETA AGRÍCOLA 6,0T COM CARROCERIA DE MADEIRA 4,00X1,90X0,60M)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
CBH5 UG SS T P750(R) M21,622768M21,"622768M21 - CBH5,0 SS TANDEM M21 LARANJA - USO GERAL - PNEUS 750(R) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622980,"622980 - F6 CS RS/RS M17 - CARROCERIA DE MADEIRA G4,0MD - PNEUS 700(R) (CARRETA AGRÍCOLA 6,0T COM CARROCERIA MADEIRA 4,00X1,90X0,90M)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC4300 SS RS/RS P750(I) M17,622977M17,622977M17 - FTC 4300 LARANJA (F4 SS RS/RS M17) - ESCADA E GRADIL - PNEUS 750(I) (CARRETA TANQUE 4300L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,623001M21,"623001M21 - CBH5,0 SS TANDEM M21 LARANJA - FORRAGEIRA (ABL) - PNEUS 750(I) (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622987,"622987 - F4 SS RS/RS M17 - CARROCERIA DE MADEIRA S3,20MD - PNEUS 750(I) (CARRETA AGRÍCOLA 4,0T COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC6500 SS RS/RS PL M17 VM,622999M17VM,622999M17 - FTC 6500 (F6 SS RS/RS M17) LARANJA - ESCADA E GRADIL - PLAT. P/ BOMBA - SUP. P/KIT INCÊNDIO (CARRETA TANQUE 6500L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
CBH5 FO SS T MM M21,622817M21,"622817M21 - CBH5,0 SS TANDEM M21 LARANJA - FORRAGEIRA (ABL) - MANGUEIRAS MAIORES (CARRETA BASCULANTE HIDRÁULICA 5,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,623000M17,623000M17 - FTC 6500 (F6 SS RS/RS M17) LARANJA - ESCADA E GRADIL - PLAT. P/ BOMBA - PNEUS 750(I) (CARRETA TANQUE 6500L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FA4 FB SS RS P M21,622451M21,"622451 - FA4 FB SS RS C/S3,20MD CARROCERIA DE MADEIRA (CARRETA AGRICOLA 4TON COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M)",214104,2,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622863M21,"622863M21 - FTC 6500 (F6 SS RS/RS M17) LARANJA - ESCADA E GRADIL - PLAT. C/ BOMBA E KIT INCENDIO + MANG. 6,0m - PNEUS 700(R) (CARRETA TANQUE 6500L)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC6500 SS RS/RS BB M21,613431M21,"613431M21 - FTC 6500 (F6 SS RS/RS M17) LARANJA - ESCADA E GRADIL - PLAT. C/ BOMBA E KIT INCENDIO + MANG. 6,0m (CARRETA TANQUE 6500L)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC6500 SS RS/RS PL M22,622999M22,622999M22 - FTC 6500 M22 (F6 SS RS/RS M17) LARANJA - ESCADA E GRADIL - PLAT. P/ BOMBA - SUP. P/KIT INCÊNDIO (CARRETA TANQUE 6500L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC6500 SS RS/RS BB P750(I) M22,622927M22,"622927M22 - FTC 6500 M22 (F6 SS RS/RS M17) LARANJA - PLAT. C/ BOMBA E KIT INCENDIO + MANG. 6,0m - PNEUS 750(I) (CARRETA TANQUE 6500L)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,623002M20,"623002M20 - FA4 FIXA CS RS M20 - CARROCERIA DE MADEIRA S3,20MD - PNEUS 700(R) (CARRETA AGRICOLA 4TON COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M)",214104,2,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,623004M17,623004M17 - FTC 4300 (F4 CS RS/RS M17) LARANJA - PLAT. P/ BOMBA - PNEUS 700(R) (CARRETA TANQUE 4300L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
F4 CS RS/RS P P700(R) M17,622884M17,"22884M17 - F4 CS RS/RS M17 - CARROCERIA DE MADEIRA S3,20MD - PNEUS 700(R) (CARRETA AGRÍCOLA 4,0T COM CARROCERIA DE MADEIRA 3,20X1,90X0,45M)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC4300 CS RS/RS BB P700(R) M21,622899M21,"622899M21 - FTC 4300 (F4 CS RS/RS M17) LARANJA - ESCADA E GRADIL - PLAT. C/ BOMBA E KIT INCÊNDIO + MANG. 6,0m - PNEUS 700(R) (CARRETA TANQUE 4300L)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC4300 SS RS/RS BB P700(R) M21,622921M21,"622921M21 - FTC 4300 (F4 SS RS/RS M19) LARANJA - ESCADA E GRADIL - PLAT. C/ BOMBA E KIT INCENDIO + MANG. 6,0m - PNEUS 700(R) (CARRETA TANQUE 4300L)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,613428M22,613428M22 - FTC 6500 (F6 SS RS/RS M22) LARANJA - ESCADA E GRADIL - PLAT. P/ BOMBA (CARRETA TANQUE 6500L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,623007,"623007 - F6 CS RS/RS M17 - PNEU 750(I) CARROCERIA DE MADEIRA G4,0MD (CARRETA AGRÍCOLA 6,0T COM CARROCERIA MADEIRA 4,00X1,90X0,90M)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC6500 SS RS/RS M22,613426M22,613426M22 - FTC 6500 M22 (F6 SS RS/RS M17) LARANJA - ESCADA E GRADIL (CARRETA TANQUE 6500L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC6500 SS RS/RS BB P700(R) M21,622863M22,"622863M22 - FTC 6500 M22 (F6 SS RS/RS M17) LARANJA - PLAT. C/ BOMBA E KIT INCENDIO + MANG. 6,0m - PNEUS 700(R) (CARRETA TANQUE 6500L)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC6500 SS RS/RS PL P700(R) M22,622903M22,622903M22 - FTC 6500 M22 (F6 SS RS/RS M17) LARANJA - PLATAF. P/ BOMBA - PNEUS 700(R) (CARRETA TANQUE 6500L),214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
CBHM1000 SS 2E RS/T M20,622858M20,"622858M20 - CBHM 10000 02E SS RS/TANDEM M20 LARANJA (CARRETA BASCULANTE HIDRÁULICA 6,0T)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC6500 SS RS/RS BB M22,613431M22,"613431M22 - FTC 6500 M22 (F6 SS RS/RS M17) LARANJA - PLAT. C/ BOMBA E KIT INCENDIO + MANG. 6,0m (CARRETA TANQUE 6500L)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC4300 SS RS/RS BB M21,622632M21,"622632M21AV - FTC 4300 (F4 SS RS/RS M19) AMARELO - PLAT. C/ BOMBA E KIT INCÊNDIO + MANG. 6,0m (CARRETA TANQUE 4300L)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
,622421,"622421EC - F4SS M17 C/S3,20MD EC (ALT60) CARROCERIA DE MADEIRA (CARRETA AGRÍCOLA 4T COM CARROCERIA DE MADEIRA 3,20X1,90X0,60M)",214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC6500 SS RS/RS BB P700(R) M22,,FTC6500 SS RS/RS BB P700(R) M22 - Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - C/ PNEUS - Molas e Freios não Incluídos,214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC6500 SS RS/RS BB P750(I) M21,,FTC6500 SS RS/RS BB P750(I) M21 CO - Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - C/PNEUS - CINZA - Molas e Freios não Incluídos,214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC4300 SS RS/RS BB P750(I) M21,,FTC4300 SS RS/RS BB P750(I) M21 CO - Carreta Tanque (4300L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - C/PNEUS - CINZA - Molas e Freios não Incluídos,214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
FTC6500 CS RS/RS BB M21,,FTC6500 CS RS/RS BB M21 CO - Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - C/MOLAS - CINZA - Freios e Pneus não Incluídos,214104,4,RODA 6 FUROS RS F4/F6/CARRETAS,roda
